comentario,tokens_limpios,features
"Su textura es hermosa, me encantó que lo puedes manejar correctamente súper fresco","['textura', 'hermosa', 'encantó', 'puedes', 'manejar', 'correctamente', 'súper', 'fresco']",[0. 0. 0. ... 0. 0. 0.]
"El la primera ver que prueba un protector solar y la verdad pensé que me quedaría grasosa la cara pero no es así, me encanto, y lo seguiré usando!","['primera', 'ver', 'prueba', 'protector', 'solar', 'verdad', 'pensé', 'quedaría', 'grasosa', 'cara', 'así', 'encanto', 'seguiré', 'usando']",[0. 0. 0. ... 0. 0. 0.]
me encantó el protector facial Nivea sun . su fórmula es ligera y no se siente grasosa. es mi favorito,"['encantó', 'protector', 'facial', 'nivea', 'sun', 'fórmula', 'ligera', 'grasosa', 'favorito']",[0. 0. 0. ... 0. 0. 0.]
me gustó mucho el protector solar. me encanta por qué me siento protegida del sol .,"['gustó', 'protector', 'solar', 'encanta', 'siento', 'protegida', 'sol']",[0. 0. 0. ... 0. 0. 0.]
Me encantó el producto de verdad es una maravilla. no deja para nada esa sensación grasosa y me siento segura y protegida por los rayos del sol . lo recomiendo mucho.,"['encantó', 'producto', 'verdad', 'maravilla', 'deja', 'sensación', 'grasosa', 'siento', 'segura', 'protegida', 'rayos', 'sol', 'recomiendo']",[0. 0. 0. ... 0. 0. 0.]
"Estoy encantada con este protector, principalmente porque deja la piel masificada, cero grasas, estaba buscando un protector que no dejara la piel oleosa y al fin lo encontré, además de que hidrata mi piel y la protege. Fácil de aplicar y cubre perfecto","['encantada', 'protector', 'principalmente', 'deja', 'piel', 'masificada', 'cero', 'grasas', 'buscando', 'protector', 'dejara', 'piel', 'oleosa', 'fin', 'encontré', 'además', 'hidrata', 'piel', 'protege', 'fácil', 'aplicar', 'cubre', 'perfecto']",[0. 0. 0. ... 0. 0. 0.]
Es un protector que te protege completamente en lo personal el efecto que deja de una piel suave y humectada es lo que me encanta,"['protector', 'protege', 'completamente', 'personal', 'efecto', 'deja', 'piel', 'suave', 'humectada', 'encanta']",[0. 0. 0. ... 0. 0. 0.]
Lo llevo probando toda la semana y me va encantando. Siento mi piel humectada pero sin ser grasoso. No deja rastro blanco. Se absorbe muy lindo. 10/10,"['llevo', 'probando', 'toda', 'semana', 'va', 'encantando', 'siento', 'piel', 'humectada', 'ser', 'grasoso', 'deja', 'rastro', 'blanco', 'absorbe', 'lindo']",[0. 0. 0. ... 0. 0. 0.]
Tiene una textura suave y se adapta a tu piel. Me encanta,"['textura', 'suave', 'adapta', 'piel', 'encanta']",[0. 0. 0. ... 0. 0. 0.]
No deja la piel grasosa porque se siente súper ligero Ni te saca granitos Sin nada de fragancia,"['deja', 'piel', 'grasosa', 'súper', 'ligero', 'saca', 'granitos', 'fragancia']",[0. 0. 0. ... 0. 0. 0.]
Es un muy buen producto ya que al aplicarse tiene una sensación fresca y humectante y también huele muy rico,"['buen', 'producto', 'aplicarse', 'sensación', 'fresca', 'humectante', 'huele', 'rico']",[0. 0. 0. ... 0. 0. 0.]
ES EXCELENTE PRODUCTO,"['excelente', 'producto']",[0. 0. 0. ... 0. 0. 0.]
"Me encantó lo ligero que se siente, mantiene la piel hidratada, cero sensación grasa y no irrita los ojos, su precio es accesible y me parece una perfecta opción económica y de buen tamaño para llevar a dónde sea.","['encantó', 'ligero', 'mantiene', 'piel', 'hidratada', 'cero', 'sensación', 'grasa', 'irrita', 'ojos', 'precio', 'accesible', 'parece', 'perfecta', 'opción', 'económica', 'buen', 'tamaño', 'llevar', 'dónde']",[0. 0. 0. ... 0. 0. 0.]
"Me gustó muchísimo, me ayuda para cuando tengo prisa y me quiero ver arreglada, es ligera y mi piel se ve luminosa. Quedé encantada","['gustó', 'muchísimo', 'ayuda', 'prisa', 'quiero', 'ver', 'arreglada', 'ligera', 'piel', 've', 'luminosa', 'quedé', 'encantada']",[0. 0. 0. ... 0. 0. 0.]
"El mejor protector solar facial que he probado, no deja la piel grasa ni sensación pesada. Se absorbe rapidísimo, sin olor fuerte y Textura super ligera. A pesar de mi piel grasa no me deja brillo en la piel. Excelente relación precio y calidad","['mejor', 'protector', 'solar', 'facial', 'probado', 'deja', 'piel', 'grasa', 'sensación', 'pesada', 'absorbe', 'rapidísimo', 'olor', 'fuerte', 'textura', 'super', 'ligera', 'pesar', 'piel', 'grasa', 'deja', 'brillo', 'piel', 'excelente', 'relación', 'precio', 'calidad']",[0. 0. 0. ... 0. 0. 0.]
"Me agrado que no deja la piel del rostro grasosa ni blanca, más si la humecta sin irritar los ojos. Vivía en Merida y mi piel se veía radiante, ahora que viví en Guanajuato donde hay más frío la sigo sintiendo perfecta porque si hidrata. Hasta a mi novio le gusto y eso que no le gusta ponerse ninguna crema en la cara por lo mismo que otras dejaban sensación grasosa. Ahora a él le gusta cuidarse.✨","['agrado', 'deja', 'piel', 'rostro', 'grasosa', 'blanca', 'si', 'humecta', 'irritar', 'ojos', 'vivía', 'merida', 'piel', 'veía', 'radiante', 'ahora', 'viví', 'guanajuato', 'frío', 'sigo', 'perfecta', 'si', 'hidrata', 'novio', 'gusto', 'gusta', 'ponerse', 'ninguna', 'crema', 'cara', 'mismo', 'dejaban', 'sensación', 'grasosa', 'ahora', 'gusta', 'cuidarse']",[0. 0. 0. ... 0. 0. 0.]
"Es muy ligero , no mancha la ropa y además me deja mi piel con un efecto suave , me encantó , además de que protege mi piel de los rayos solares","['ligero', 'mancha', 'ropa', 'además', 'deja', 'piel', 'efecto', 'suave', 'encantó', 'además', 'protege', 'piel', 'rayos', 'solares']",[0. 0. 0. ... 0. 0. 0.]
"Las espectativas sobre este tipos de productos suelen generar intriga de su efectividad, sin embargo, los resultados obtenidos de este producto fueron muy altos en espectativas. Un aroma agradable, textura muy cómoda y no pesada, una protección e hidratación notable desde el primer uso y por supuesto durable. Me interesaba la efectividad en mi piel con problemas de arrugas, manchas y sensación rasposa, más en cambio, obtuve resultados bastantes buenos en pocos días, las manchas fueron disminuyendo, la piel se hidrato bastante bien a lo largo del día, dejando apariencia más limpia, más suave y por supuesto más protegida, un excelente producto que vale totalmente la pena
Leer más","['espectativas', 'tipos', 'productos', 'suelen', 'generar', 'intriga', 'efectividad', 'embargo', 'resultados', 'obtenidos', 'producto', 'altos', 'espectativas', 'aroma', 'agradable', 'textura', 'cómoda', 'pesada', 'protección', 'hidratación', 'notable', 'primer', 'uso', 'supuesto', 'durable', 'interesaba', 'efectividad', 'piel', 'problemas', 'arrugas', 'manchas', 'sensación', 'rasposa', 'cambio', 'obtuve', 'resultados', 'bastantes', 'buenos', 'pocos', 'días', 'manchas', 'disminuyendo', 'piel', 'hidrato', 'bastante', 'bien', 'largo', 'día', 'dejando', 'apariencia', 'limpia', 'suave', 'supuesto', 'protegida', 'excelente', 'producto', 'vale', 'totalmente', 'pena']",[0. 0. 0. ... 0. 0. 0.]
"Lo probé durante 1 mes completo y me gustó mucho, no me gustaba usar bloqueador en el pasado por lo pegajoso y pastosos que eran, y con este se nota muchísimo la diferencia es ligero, no se hace plasta, no brillas, y sobretodo no te ves manchado de blanco como muchas veces sucede, sin lugar a dudas lo seguiré usando y lo recomiendo sobretodo porque mi piel es con tendencia acnéica y no tuve ninguna erupción creo que tiene un muy buen nivel a un costo módico","['probé', 'mes', 'completo', 'gustó', 'gustaba', 'usar', 'bloqueador', 'pasado', 'pegajoso', 'pastosos', 'nota', 'muchísimo', 'diferencia', 'ligero', 'hace', 'plasta', 'brillas', 'sobretodo', 'ves', 'manchado', 'blanco', 'muchas', 'veces', 'sucede', 'lugar', 'dudas', 'seguiré', 'usando', 'recomiendo', 'sobretodo', 'piel', 'tendencia', 'acnéica', 'ninguna', 'erupción', 'creo', 'buen', 'nivel', 'costo', 'módico']",[0. 0. 0. ... 0. 0. 0.]
"No compro cualquier bloqueador ya que me dejan la piel grasosa y me sacan granitos,pero con nívea sun es diferente, me sirve mucho ya que yo realizo actividad de trabajo en campo ,y no me deja sensación grasosa y mucho menos me saca granitos,es un buen producto, y lo mejor, tiene un precio muy accesible 100% recomendado","['compro', 'cualquier', 'bloqueador', 'dejan', 'piel', 'grasosa', 'sacan', 'granitospero', 'nívea', 'sun', 'diferente', 'sirve', 'realizo', 'actividad', 'trabajo', 'campo', 'deja', 'sensación', 'grasosa', 'menos', 'saca', 'granitoses', 'buen', 'producto', 'mejor', 'precio', 'accesible', 'recomendado']",[0. 0. 0. ... 0. 0. 0.]
"Me encanto, mi piel es grasa y la verdad siempre he batallado demasiado porque mi piel siempre estaba bien brillosa y ocupaba algo así y ahora que lo descubrí ya se cual comprar siempre muchas gracias Nivea por preocuparte por las chicas de piel grasa","['encanto', 'piel', 'grasa', 'verdad', 'siempre', 'batallado', 'demasiado', 'piel', 'siempre', 'bien', 'brillosa', 'ocupaba', 'así', 'ahora', 'descubrí', 'comprar', 'siempre', 'muchas', 'gracias', 'nivea', 'preocuparte', 'chicas', 'piel', 'grasa']",[0. 0. 0. ... 0. 0. 0.]
"Me encanta este protector solar, ya que además de tener una textura muy suave te ayuda con el control de brillo, cuida mi piel y es muy económico.","['encanta', 'protector', 'solar', 'además', 'tener', 'textura', 'suave', 'ayuda', 'control', 'brillo', 'cuida', 'piel', 'económico']",[0. 0. 0. ... 0. 0. 0.]
"Me gustó mucho porque cumple con su función, y si siento que protege sin embargo en el caso del control de brillo en lo personal no me funcionó, tengo piel mixta y la verdad es que mi piel lucia muy brillante durante el día cuando lo usaba. Pero de ahí en fuera se me hace un buen producto.","['gustó', 'cumple', 'función', 'si', 'siento', 'protege', 'embargo', 'caso', 'control', 'brillo', 'personal', 'funcionó', 'piel', 'mixta', 'verdad', 'piel', 'lucia', 'brillante', 'día', 'usaba', 'ahí', 'hace', 'buen', 'producto']",[0. 0. 0. ... 0. 0. 0.]
Me encanto porque nunca me cuide mi cara y después de ver varios o muchos videos en redes de el skin care sentí que tenia que ser consciente con mi piel y mis manchas! Y la verdad que si me ayudo bastante a regular ya que estoy muy expuesta al sol por los deportes que hago! Lo súper recomiendo,"['encanto', 'nunca', 'cuide', 'cara', 'después', 'ver', 'varios', 'videos', 'redes', 'skin', 'care', 'sentí', 'tenia', 'ser', 'consciente', 'piel', 'manchas', 'verdad', 'si', 'ayudo', 'bastante', 'regular', 'expuesta', 'sol', 'deportes', 'hago', 'súper', 'recomiendo']",[0. 0. 0. ... 0. 0. 0.]
Me encanto usar el protector solar de Nivea dejo mi piel hidratada y protegida sin dejarla grasosa. Lo recomiendo 100%,"['encanto', 'usar', 'protector', 'solar', 'nivea', 'dejo', 'piel', 'hidratada', 'protegida', 'dejarla', 'grasosa', 'recomiendo']",[0. 0. 0. ... 0. 0. 0.]
Amé la textura suave que deja en mi piel. Me encanta que no da un aspecto grasoso y lo mejor es que le cayó super bien a mi piel sensible. Además de que tiene el tamaño ideal para llevarlo en mi bolsa y retocar cuando lo necesite,"['amé', 'textura', 'suave', 'deja', 'piel', 'encanta', 'da', 'aspecto', 'grasoso', 'mejor', 'cayó', 'super', 'bien', 'piel', 'sensible', 'además', 'tamaño', 'ideal', 'llevarlo', 'bolsa', 'retocar', 'necesite']",[0. 0. 0. ... 0. 0. 0.]
"Sorprendida estoy con la maravilla de este protector solar, cero sensación grasosa en el rostro, sin aroma a bloqueador y textura súper suave, definitivamente es parte de mi rutina diaria.","['sorprendida', 'maravilla', 'protector', 'solar', 'cero', 'sensación', 'grasosa', 'rostro', 'aroma', 'bloqueador', 'textura', 'súper', 'suave', 'definitivamente', 'parte', 'rutina', 'diaria']",[0. 0. 0. ... 0. 0. 0.]
"Es ligero, y humectante. No para piel grasa, ideal para día y luz azul. s el mejor bloqueador para las qué buscamos un efecto matte amamoooos ⭐️⭐️⭐️⭐️⭐️ @nivea_mexico ¿ ustedes ya lo conocen ?","['ligero', 'humectante', 'piel', 'grasa', 'ideal', 'día', 'luz', 'azul', 's', 'mejor', 'bloqueador', 'buscamos', 'efecto', 'matte', 'amamoooos', 'niveamexico', 'ustedes', 'conocen']",[0. 0. 0. ... 0. 0. 0.]
Me encanta porque no deja sensación pegajosa y grasosa. Se lleva súper bien con mi piel,"['encanta', 'deja', 'sensación', 'pegajosa', 'grasosa', 'lleva', 'súper', 'bien', 'piel']",[0. 0. 0. ... 0. 0. 0.]
Me encanto que mi piel además de estar protegida la hidrataba. Además que no me dejaba grasosa mi carita. Yo trabajo con la computara siempre y eso me preocupaba y realmente hasta de esa luz me llegaba a proteger.,"['encanto', 'piel', 'además', 'protegida', 'hidrataba', 'además', 'dejaba', 'grasosa', 'carita', 'trabajo', 'computara', 'siempre', 'preocupaba', 'realmente', 'luz', 'llegaba', 'proteger']",[0. 0. 0. ... 0. 0. 0.]
"No deja una sensación grasosa y es super ligero, incluso cuando aplicas el retoque.","['deja', 'sensación', 'grasosa', 'super', 'ligero', 'incluso', 'aplicas', 'retoque']",[0. 0. 0. ... 0. 0. 0.]
Me encantó porque mi piel no quedó brillosa fui a nadar y de verdd absorbió bastante bien y NO quedo brillosa ni mucho menos pegajosa yo la ame me encantó y sin duda seguiré usándola se vilvio una de mis favoritos ❤️ 10 de 10 ✨,"['encantó', 'piel', 'quedó', 'brillosa', 'nadar', 'verdd', 'absorbió', 'bastante', 'bien', 'quedo', 'brillosa', 'menos', 'pegajosa', 'ame', 'encantó', 'duda', 'seguiré', 'usándola', 'vilvio', 'favoritos']",[0. 0. 0. ... 0. 0. 0.]
"Lo amé, me encanta porque es ligero, tiene aroma muy sutil y no deja capa blanca! Ideal para ciudad o playa, yo lo estuve probando en la playa y me encantó! Sin duda es de mis productos favoritos!","['amé', 'encanta', 'ligero', 'aroma', 'sutil', 'deja', 'capa', 'blanca', 'ideal', 'ciudad', 'playa', 'probando', 'playa', 'encantó', 'duda', 'productos', 'favoritos']",[0. 0. 0. ... 0. 0. 0.]
De por si de un tiempo para acá el único protector solar que uso es de nivea. Me gustó mucho este en específico porque cumple muy bien lo de sin brillo y el tamaño es ideal para cargarlo en la bolsa todos los días.,"['si', 'tiempo', 'acá', 'único', 'protector', 'solar', 'uso', 'nivea', 'gustó', 'específico', 'cumple', 'bien', 'brillo', 'tamaño', 'ideal', 'cargarlo', 'bolsa', 'días']",[0.         0.         0.         ... 0.         0.23371412 0.        ]
"Es un excelente producto, relación costo calidad muy buena, sin duda un producto que recomiende y siga comprando.","['excelente', 'producto', 'relación', 'costo', 'calidad', 'buena', 'duda', 'producto', 'recomiende', 'siga', 'comprando']",[0. 0. 0. ... 0. 0. 0.]
"No solamente tiene un precio increíble! Es el mejor protector de uso diario, sensación ligera, matificante, cero grasosa, de verdad es increíble, tienen que probarlo!","['solamente', 'precio', 'increíble', 'mejor', 'protector', 'uso', 'diario', 'sensación', 'ligera', 'matificante', 'cero', 'grasosa', 'verdad', 'increíble', 'probarlo']",[0. 0. 0. ... 0. 0. 0.]
"Es un producto que no solo te protege si no también hidrata tu piel, la verdad por el costo beneficio vale bastante la pena!! Lo recomiendo bastante, no es nada grasoso!!","['producto', 'solo', 'protege', 'si', 'hidrata', 'piel', 'verdad', 'costo', 'beneficio', 'vale', 'bastante', 'pena', 'recomiendo', 'bastante', 'grasoso']",[0. 0. 0. ... 0. 0. 0.]
Cumple lo que promete y si protege muy bien del sol... si será mi básico.,"['cumple', 'promete', 'si', 'protege', 'bien', 'sol', 'si', 'básico']",[0. 0. 0. ... 0. 0. 0.]
"Este protector solar superó mis expectativas, gracias a su alto FPS nos ayuda a proteger nuestra piel de los rayos solares así como las luces del día a día, además de que no deja ninguna sensación grasosa y al contrario te deja una piel matte, se absorbe de manera rápida y a la vez hidrata, me encanta! Tienen que probarlo &#x1F970;","['protector', 'solar', 'superó', 'expectativas', 'gracias', 'alto', 'fps', 'ayuda', 'proteger', 'piel', 'rayos', 'solares', 'así', 'luces', 'día', 'día', 'además', 'deja', 'ninguna', 'sensación', 'grasosa', 'contrario', 'deja', 'piel', 'matte', 'absorbe', 'manera', 'rápida', 'vez', 'hidrata', 'encanta', 'probarlo', 'xf']",[0. 0. 0. ... 0. 0. 0.]
"Ademas de tener un precio accesible, es de una marca prestigiada que confío mucho. Este protector lo llevo usando 1 año y me encanta, la piel no se siente grasa ni se ve blanca","['ademas', 'tener', 'precio', 'accesible', 'marca', 'prestigiada', 'confío', 'protector', 'llevo', 'usando', 'año', 'encanta', 'piel', 'grasa', 've', 'blanca']",[0. 0. 0. ... 0. 0. 0.]
